Активно;Тип расчета;Параметр товарной акции;Приоритет;Дата начала действия;Дата окончания действия;Ответственный;Название;Внешний идентификатор;Описание;Значение для товарной акции;Минимальное количество товара по акции;Максимальное количество товара по акции;Минимальная сумма товара по акции;Кол-во товара;По цене товара;Товар;Подгруппа товаров;Группа товаров;Подкатегория товаров;Категории товаров;Бренд;Производитель;Мерчант
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кета соломка 80г ЛОВИМ&ВЯЛИМ Россия;;;149,9;0,1;45;1;;;РН114504;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Нерка ломтики слабосоленые 120гр KAMCHATKA Premium seafood;;;349,9;0,1;45;1;;;РН200208;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Скумбрия кусочки в масле 400г ТМ Форгрейт Россия;;;149,9;0,1;45;1;;;РН200980;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Форель радужная вяленая филе-ломтики и кусочки(чипсы) 80г Дивный берег Россия;;;259,9;0,1;45;1;;;РН114403;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кета кусочки х/к 140г Дивный берег Россия;;;199,9;0,1;45;1;;;РН201033;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Клешн.мал. краба имит.из сурими в чесн. масле 360г Вичи Россия;;;215,9;0,1;45;1;;;РН106945;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Риет лосос.с каперсами и укропом 100г ст/б Меридиан Эко Россия;;;114,9;0,1;45;1;;;РН101403;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Коктейль из морепродуктов в рассоле 415г пл/б Меридиан Россия;;;269,9;0,1;45;1;;;РН101407;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста Крем-фиш кальмар/кревет. 150г пл.ст.Европром Россия;;;79,9;0,1;45;1;;;РН105475;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Ассорти из морепрод. в рассоле 400г Два капитана Россия;;;179,9;0,1;45;1;;;РН099137;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Форель филе-кусок сл/сол 200г Санта Бремор Беларусь;;;339,9;0,1;45;1;;;РН040732;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Мясо крабовое классич. охл. 200г пол/у Санта Бремор Беларусь;;;69,9;0,1;45;1;;;РН013835;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Палочки краб.классич. охл. 200г пол/у Санта Бремор Беларусь;;;69,9;0,1;45;1;;;РН013836;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сельдь атлант. Исландка в кр.вине 115г Русское Море Беларусь;;;74,9;0,1;45;1;;;РН082583;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сельдь атлант. Исландка в масле 115г Русское Море Беларусь;;;74,9;0,1;45;1;;;РН082584;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Капуста мор. классическая 200г Русское Море Россия;;;35,9;0,1;45;1;;;РН037919;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Капуста мор. с кальмаром 200г Русское Море Россия;;;44,9;0,1;45;1;;;РН037920;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кап.морск.марин.с луком и сл.перц.200г Русское море Беларусь;;;35,9;0,1;45;1;;;РН037921;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста из мор.пр.Creme Le Mare с чес. 150г Балт.Берег. Россия;;;74,9;0,1;45;1;;;РН110770;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста из мор.пр.Creme Le Mare Сливочная 150г Балт.Берег Россия;;;74,9;0,1;45;1;;;РН110771;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Омуль ломтики х/к в/у 100г ООО Якутская рыбная компания.Россия;;;169,9;0,1;45;1;;;РН112556;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сельдь с/с ф/кус в масле с укропом 500г Океан Россия;;;186,9;0,1;45;1;;;РН094763;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Судак заливное 280г ОКЕАН ТРК Россия;;;199,9;0,1;45;1;;;РН073122;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сельдь с/с филе-кусочки в масле 500г Океан Россия;;;189,9;0,1;45;1;;;РН094762;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Камбала вяленая вес Россия;;;649,9;0,1;45;1;;;РН086545;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сельдь сл/с 400+ вес Россия;;;189,9;0,1;45;1;;;РН102501;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Рыба Сельдь/филе с кожей/ х/к в/у 200г ЭкстраФиш Россия;;;119,9;0,1;45;1;;;РН112816;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Горбуша г/к кусок вес Экстра Фиш Россия;;;499,9;0,1;45;1;;;РН115945;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кета (спинка) х/к вес Экстра Фиш Россия;;;799,9;0,1;45;1;;;РН115947;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кижуч г/к кусок вес Экстра Фиш Россия;;;1389,9;0,1;45;1;;;РН115953;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Рыба Вомер х/к вес Экстра Фиш Россия;;;459,9;0,1;45;1;;;РН117473;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Сосиски Молочные вес Мираторг Россия;;;399,9;0,1;45;1;;;РН104987;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паштет по-домашнему банка 130г Мираторг РОССИЯ;;;64,9;0,1;45;1;;;РН112692;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сосиски Молочные ц/о 400г МИРАТОРГ РОССИЯ;;;159,9;0,1;45;1;;;РН113724;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Изд.колб. с/к Брауншвейгская полусухая вес~1кг МИРАТОРГ РОССИЯ;;;1189,9;0,1;45;1;;;РН114358;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паштет с черносливом и арахисом охл 130г МИРАТОРГ РОССИЯ;;;64,9;0,1;45;1;;;РН200538;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паштет с копченым беконом банка 130г МИРАТОРГ РОССИЯ;;;64,9;0,1;45;1;;;РН200540;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паштет с грушей банка 130г МИРАТОРГ РОССИЯ;;;64,9;0,1;45;1;;;РН200541;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прод.мясн.к\в Грудинка пряная (Поркетта) 360гМираторг Россия;;;239,9;0,1;45;1;;;РН113723;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Изд. Колб.Телячья cинюга вар 450г МИРАТОРГ СК Короча РОССИЯ;;;239,9;0,1;45;1;;;РН117628;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прод.мясн.к\в охл в\у Рулька свиная вес~1кгМираторг Россия;;;359,9;0,1;45;1;;;РН114287;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паштет с творожным сыром и шпинатом 130г МИРАТОРГ РОССИЯ;;;64,9;0,1;45;1;;;РН200539;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прод. мясн. из говяд. Ориг. с/в 25г BIG CHIEF JERKY Россия;;;139,9;0,1;45;1;;;РН200727;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прод.мясн.Салями Палермо с/к нар. 100г Егорьевская ФКГ Россия;;;99,9;0,1;45;1;;;РН094269;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прод.мясн.Деликатес №1 окорок 180г нар.Егорьевская ФГК Россия;;;169,9;0,1;45;1;;;РН105944;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прод.мясн.Купеческая в/к нарез. 100г Егорьевская ФКГ Россия;;;79,9;0,1;45;1;;;РН106551;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Изд.колб.с/к Серв.Коньяч.нар 150г в/у Егорьевская ФКГ Россия;;;149,9;0,1;45;1;;;РН096282;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прод.мясн.Шейка Прян в/к в/у шт.300г Мясокомбинат ЭКО Россия;;;249,9;0,1;45;1;;;РН115591;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Изд.колб.с\к Зернистая вес~1кг Малаховский Россия;;;899,9;0,1;45;1;;;РН115254;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Буженина к/з в/с вес крупн. кусок Малаховский МК Россия;;;729,9;0,1;45;1;;;РН081581;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Изд.колб.Брауншвейгская с/к в/с ГОСТ вес Малаховский Россия;;;1189,9;0,1;45;1;;;РН063438;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прод.мясн.Хлеб Чайный 2с ГОСТ вес в/у Малаховский МК Россия;;;459,9;0,1;45;1;;;РН063447;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Колбаса Докторская ц/о срез 500г в/у МДБ Россия;;;289,9;0,1;45;1;;;РН070583;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн.Сервелат в/к в/с вес в/у МДБ Россия;;;989,9;0,1;45;1;;;РН010624;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. кат.Б Сосиски Молочные 480г в/у МДБ Россия;;;249,9;0,1;45;1;;;РН085303;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Колбаса Крымская п/к 500г ГЗМС МДБ Россия;;;299,9;0,1;45;1;;;РН077897;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Изделие мясн. Сосиски Докторские 440г в/у Велком Россия;;;179,9;0,1;45;1;;;РН095311;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Издел.колб.вар.Молочная фибр. 500г в/у Велком Россия;;;209,9;0,1;45;1;;;РН104727;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Колбаса Романо с/к срез 235г в/у Велком Россия;;;289,9;0,1;45;1;;;РН098814;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Колбаса Коньячная с/к п/с 300г Дымов;;;239,9;0,1;45;1;;;РН107353;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Колбаса Аликанте с/в п/с 90г нар.Дымов;;;119,9;0,1;45;1;;;РН107352;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Изд.колб.вар.из кур.фил.со слив.масл.450г Клинский Россия;;;289,9;0,1;45;1;;;РН117048;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Изд.колб.сос.из фил.кур.и инд.со слив.мас.300г Клинский Россия;;;299,9;0,1;45;1;;;РН117047;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Колбаса Брауншвейгская в/с вес Клинский Россия;;;1289,9;0,1;45;1;;;РН016423;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Продукт мясн. Салями-мини с/к 300г Клинский Россия;;;269,9;0,1;45;1;;;РН017935;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Окорочок куриный к/в вес в/уп Ясная горка Россия;;;389,9;0,1;45;1;;;РН095104;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста зубная Active 75мл President Италия;;;179,9;0,1;45;1;;;РН103022;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста зубная Sensitiv 75мл President Италия;;;179,9;0,1;45;1;;;РН103023;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста зубная Classic 75мл President Италия;;;179,9;0,1;45;1;;;РН103024;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста зубная Renome 75мл President Италия;;;179,9;0,1;45;1;;;РН103025;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста зубная Smokers 75мл President Россия;;;179,9;0,1;45;1;;;РН103026;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Паста зубная White 75мл President Италия;;;179,9;0,1;45;1;;;РН103027;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Щетка зубная Classic President Россия;;;179,9;0,1;45;1;;;РН103031;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Щетка зубная Exlusive President Россия;;;179,9;0,1;45;1;;;РН103032;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Щётка зубная, Smokers PRESIDENT Россия;;;179,9;0,1;45;1;;;РН117679;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Шампунь для всех типов волос Perfume Love me 600мл Elastine Корея Корея;;;539,9;0,1;45;1;;;РН114566;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Шампунь для всех типов волос Perfume Pure breeze 600мл Elastine Корея;;;539,9;0,1;45;1;;;РН114567;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Шампунь для всех типов волос Perfume Kiss the rose 600мл Elastine Корея;;;539,9;0,1;45;1;;;РН114568;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кондиционер для всех типов волос Perfume Love me 600мл Elastine Корея;;;539,9;0,1;45;1;;;РН114569;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кондиционер для всех типов волос PerfumePure breeze 600мл Elastine Корея;;;539,9;0,1;45;1;;;РН114570;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Кондиционер для всех типов волос Perfume Kiss the rose 600мл Elastine Корея;;;539,9;0,1;45;1;;;РН114571;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Шампунь Хмель 265мл CAMOLIN Польша;;;69,9;0,1;45;1;;;РН118345;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Гель для душа SWEET LOVE 500мл On the Body Корея;;;489,9;0,1;45;1;;;РН114572;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Гель для душа HAPPY BREEZE 500мл. On the Body Корея;;;489,9;0,1;45;1;;;РН114625;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Мицелярный гель для душа Dermazero 700мл Neutro Roberts Италия;;;199,9;0,1;45;1;;;РН115484;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Гель для душа расслабляющий с лавандой и пачули 700мл Neutro Roberts Италия;;;199,9;0,1;45;1;;;РН115485;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Дезодорант-стик с зеленым чаем и лаймом 40мл Neutro Roberts Италия;;;169,9;0,1;45;1;;;РН115486;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Дезодорант-стик Морской 40мл Neutro Roberts Италия;;;169,9;0,1;45;1;;;РН115487;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Дезодорант-стик антиперсперант Original 40мл Borotalco Италия;;;169,9;0,1;45;1;;;РН115489;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Дезодорант-стик антиперсперант «Невидимый» 50мл Borotalco Италия;;;169,9;0,1;45;1;;;РН115490;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Бумага туал. 3сл 4шт бел. Делюкс Zewa Бельгия;;;79,9;0,1;45;1;;;РН021525;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Бумага туал. 3сл 4шт аром. персик Делюкс Zewa Бельгия;;;79,9;0,1;45;1;;;РН021526;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Бумага туал. 3сл 4шт аром. орхидея Делюкс Zewa Бельгия;;;79,9;0,1;45;1;;;РН021528;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Бумага туал. 3сл 4шт аром. ромашка Делюкс Zewa Бельгия;;;79,9;0,1;45;1;;;РН040818;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ- Крем для депиляции тела с экстрактом цветка лотоса и маслом карите, 100мл, Soft&Pretty, Испания;;;179,9;0,1;45;1;;;РН200672;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ- Крем для депиляции лица с экстрактом цветка лотоса и маслом карите, 50мл, Soft&Pretty, Испания;;;99,9;0,1;45;1;;;РН200673;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ- Восковые полоски для депиляции тела с маслом сладкого миндаля, 16 шт, Soft&Pretty, Испания;;;149,9;0,1;45;1;;;РН200674;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ- Восковые полоски для депиляции лица с маслом сладкого миндаля, 12 шт, Soft&Pretty, Испания;;;99,9;0,1;45;1;;;РН200675;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ- Восковые полоски для депиляции бикини и подмышек с маслом сладкого миндаля, 16 шт, Soft&Pretty,;;;149,9;0,1;45;1;;;РН200676;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ -Эмульсия для загара SPF30 LILIEN SUN ACTIVE 200 мл Чехия;;;299,9;0,1;45;1;;;РН201000;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Пантенол спрей 4% LILIEN 200 мл Чехия;;;155,9;0,1;45;1;;;РН201001;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Масло для загара SPF10 LILIEN SUN ACTIVE 200 мл Чехия;;;229,9;0,1;45;1;;;РН201002;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;СИ - Зщитное молочко от загара SPF50 LILIEN SUN ACTIVE 200мл Чехия;;;275,9;0,1;45;1;;;РН201003;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;"СИ - Гель после загара ""Алоэ вера"" LILIEN 200 мл Чехия";;;155,9;0,1;45;1;;;РН201007;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прокладки ежедневные  Натурелла Плюс календула 20шт;;;59,9;0,1;45;1;;;РН108756;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прокладки ежедневные  Натурелла ежедневные Лайт 20шт;;;59,9;0,1;45;1;;;РН108757;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прокладки гигиен. 10шт нормал Libresse Словакия;;;79,9;0,1;45;1;;;РН021507;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прокладки гигиен. 8шт супер Libresse Словакия;;;79,9;0,1;45;1;;;РН021508;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Прокладки гигиен. Инвизибл Нормал с пов-сеточка 10шт LIBRESSE Словакия;;;79,9;0,1;45;1;;;РН075737;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Средство д/пос/овощ/фр. с древес. углем 750мл Posh one Корея;;;169,9;0,1;45;1;;;РН076314;;;;;;;
