Активно;Тип расчета;Параметр товарной акции;Приоритет;Дата начала действия;Дата окончания действия;Ответственный;Название;Внешний идентификатор;Описание;Значение для товарной акции;Минимальное количество товара по акции;Максимальное количество товара по акции;Минимальная сумма товара по акции;Кол-во товара;По цене товара;Товар;Подгруппа товаров;Группа товаров;Подкатегория товаров;Категории товаров;Бренд;Производитель;Мерчант
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Майонез классич. 67% 420мл дой-пак Московский Провансаль Россия;;;66,9;0,1;45;1;;;РН090462;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Кефир 2.5% 500мл Николаевская ферма Россия;;;59,9;0,1;45;1;;;РН099488;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Кефир 2.5% 1л Николаевская ферма Россия;;;87,9;0,1;45;1;;;РН099478;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Кефир 1% 900г бут. Коровка из Кореновки Россия;;;84,9;0,1;45;1;;;РН035654;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр мяг. с бел.пл. Бри 50% вес De famille Россия;;;1690;0,1;45;1;;;РН108956;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Кефир 3.2% 1л Николаевская ферма Россия;;;79,9;0,1;45;1;;;РН099477;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Молоко питьевое пастеризованное отборное 3.4-5% 1л Николаевская ферма Россия;;;79,9;0,1;45;1;;;РН099474;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Чечил белый спагетти 35% 100г President Россия;;;148,9;0,1;45;1;;;РН056318;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Молоко питьевое пастеризованное 2.5% 1л Николаевская ферма Россия;;;79,9;0,1;45;1;;;РН099475;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр тв. Пармезан 6 мес. выдержки 40% вес ~6.4кг Laime Аргентина;;;1689;0,1;45;1;;;РН101049;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сметана 20% 300г Залесский Фермер Россия;;;71,9;0,1;45;1;;;РН085036;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Яйцо кур С-О 10шт Волжское утро Россия;;;67,9;0,1;45;1;;;РН099222;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Grande Fortezza 12 mesi 50% вес ~7кг в/у Кабош Россия;;;1249;0,1;45;1;;;РН113602;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр п/тв вдержанный из козьего молока 45% 150г Мамонтовская сыроварня Россия;;;319,9;0,1;45;1;;;РН108793;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Хаварти 48% нар.150г в/у Кабош Россия;;;139,9;0,1;45;1;;;РН097795;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр рассольный Брынза Болгарская 30% 250г контейнер НАК Россия;;;119,9;0,1;45;1;;;РН112332;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Напиток питательный  Клубника.330мл Octa  Россия;;;149,9;0,1;45;1;;;РН108722;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог ГОСТ традиционный 5% 180г флоупак Балтком Россия;;;59,9;0,1;45;1;;;РН110637;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Грюйер выдержанный 49% вес Швейцария;;;4779;0,1;45;1;;;РН071557;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Напиток питательный Шоколад. 330мл Octa  Россия;;;149,9;0,1;45;1;;;РН108721;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Напиток питательный Ваниль. 330мл Octa Россия;;;149,9;0,1;45;1;;;РН108723;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Трубочки д/молока Сливочный микс 6гх5х144 МуМи Россия;;;35,9;0,1;45;1;;;РН108931;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Трубочки д/молока Утренний микс 6гх5х144 МуМи Россия;;;35,9;0,1;45;1;;;РН108929;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сыр Моцарелла Чильеджина 50% 125г Unagrande Россия;;;119,9;0,1;45;1;;;РН002125;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр  Оригинальный 45% вес брус Laime Россия;;;929,9;0,1;45;1;;;РН107404;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Трубочки д/молока Вечерний микс 6гх5 х 144 МуМи Россия;;;35,9;0,1;45;1;;;РН108930;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сырок глазир. с кокосом 16% 40г G-balance Россия;;;29,9;0,1;45;1;;;РН117668;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сырок глазир. с ванилью 16% 40г G-balance Россия;;;29,9;0,1;45;1;;;РН117665;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Молоко Миндальное Манго-Маракуйа пэт 0.25л AdeZ Чехия;;;63,9;0,1;45;1;;;РН115680;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Молоко Кокосовое с Клубникой пэт 0.25л AdeZ Чехия;;;63,9;0,1;45;1;;;РН115679;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Мягкий молоч. шок. с фундуком 15% 330г. ПЭТ. КизК Россия;;;137,9;0,1;45;1;;;РН117331;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Молоко Овсяное с Клубникой и Бананом пэт 0.25л AdeZ Чехия;;;63,9;0,1;45;1;;;РН115681;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ ТВОРОГ КЛАССИЧЕСКИЙ PRESIDENT 9% 220г Россия;;;115,9;0,1;45;1;;;РН117423;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ ТВОРОГ КЛАССИЧЕСКИЙ PRESIDENT 5% 220г Россия;;;96,9;0,1;45;1;;;РН117422;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Майонез олив. 67% 390мл дой-пак с доз. Московский Провансаль Россия;;;65,9;0,1;45;1;;;РН081137;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Майонез Ряба Провансаль натуральный оливковый 67%. ДПД. 372г НМЖК Россия;;;63,9;0,1;45;1;;;РН019308;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Майонез Ряба Провансаль натуральный 67%.ДПД.400г НМЖК Россия;;;63,9;0,1;45;1;;;РН019301;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сырок глазир. с вар. сгущенным молоком 16% 40г G-balance Россия;;;29,9;0,1;45;1;;;РН117666;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр плавленый с грибами 55% 200г ван. Hochland Россия;;;109,9;0,1;45;1;;;РН018284;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр плавленый сливочный 55% 200г ван. Hochland Россия;;;109,9;0,1;45;1;;;РН018289;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сыр плав.ассорти классич.трио 55% 140г Hochland Россия;;;68,9;0,1;45;1;;;РН001795;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр плавл. сливочный 55% 8кус. 140г Hochland Россия;;;69,9;0,1;45;1;;;РН001803;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Десерт мол. с шок. и фунд./шок.драже Топ Кап Шок 13.7% 70г Zott Monte Германия;;;65,9;0,1;45;1;;;РН100445;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог т.м. 9% 200г СВАЛЯ Россия;;;109,9;0,1;45;1;;;РН099908;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог т.м. обезжирен. 200г СВАЛЯ Россия;;;99,9;0,1;45;1;;;РН099909;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр ТИЛЬЗИТЕР т.м. 45% кусок 250г Сваля Россия;;;223,9;0,1;45;1;;;РН117762;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Пр-т йог Абрик-манг/Лесн яг 8% ванн 115г FRUTTIS Россия;;;23,9;0,1;45;1;;;РН001753;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Пр-т йог Клубн/Ябл-груша 8% ванн 115г FRUTTIS Россия;;;23,9;0,1;45;1;;;РН001760;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Мягкий сыр с белой плесенью в золе Черная корова 55% к/у 125г Ипатов. Мастерская сыра Россия;;;295,9;0,1;45;1;;;РН114282;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт Греческий 4% 120г термо/стакан Лактика Россия;;;39,9;0,1;45;1;;;РН078678;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Кефир Резной Палисад 2.5% 750г Tetra Top Россия;;;57,9;0,1;45;1;;;РН110709;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Масло слив. Крестьянское Из Вологды 72.5% 180г фольга Россия;;;139,9;0,1;45;1;;;РН107454;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Творог Домашний 18% 200г конт. Никон Россия;;;59,9;0,1;45;1;;;РН105448;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творож.сыр с крев.п/кор 140г Виолетта;;;79,9;0,1;45;1;;;РН200264;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творож.сыр с огурцами и зеленью. п/кор 140г Виолетта;;;79,9;0,1;45;1;;;РН200265;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог МАВРИ ГОСТ 0.2% 200г Россия;;;99,9;0,1;45;1;;;РН090273;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог МАВРИ ГОСТ 5% 200г Россия;;;105,9;0,1;45;1;;;РН090274;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сметана ГОСТ 15% 270г Когда Нечего Скрывать Россия;;;52,9;0,1;45;1;;;РН117312;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сметана ГОСТ 20% 270г Когда Нечего Скрывать Россия;;;54,9;0,1;45;1;;;РН117313;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сыр ХИНКАЛИ с начин.тв/гр.орех 45% 150г МАВРИ Россия;;;153,9;0,1;45;1;;;РН096433;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог ГОСТ 9% 330г Когда Нечего Скрывать Россия;;;109,9;0,1;45;1;;;РН117315;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог 1.8% 330г обезж.Когда Нечего Скрывать Россия;;;101,9;0,1;45;1;;;РН117314;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Молоко 3.2-4% 2л ESL Правильное молоко Россия;;;149,9;0,1;45;1;;;РН079458;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Сыроваровъ и Масловъ 4 месяца выдержки 45% 250г;;;237,9;0,1;45;1;;;РН200823;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Сыроваровъ и Масловъ 6 месяца выдержки 45% 250г;;;254,9;0,1;45;1;;;РН200824;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сливки ультрапастеризованные 20% 200г Авида Россия;;;45,9;0,1;45;1;;;РН115227;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Масло крестьянское ИЗ ВОЛОГДЫ 72,5% 180г;;;169,9;0,1;45;1;;;РН002134;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр СЛИВОЧНЫЙ 50% нарезка 140г JALO KERMA Россия;;;129,9;0,1;45;1;;;РН117574;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Сыр Перлини копченый 40% 100г Vitalat Россия;;;125,9;0,1;45;1;;;РН002170;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Масло Традиционное 82.5% 180г Валгеда Россия;;;149,9;0,1;45;1;;;РН117577;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Молоко ультрапаст. 3.2% 0.2л Вологодское Россия;;;24,9;0,1;45;1;;;РН093576;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток овсяный с кальцием и витаминами 1л ALPRO Бельгия;;;229,9;0,1;45;1;;;РН079378;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток соево-банан. обог. кальцием и вит. 1л Alpro Бельгия;;;229,9;0,1;45;1;;;РН100978;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;Напиток соевый ванильный 1.8% 1л ALPRO Бельгия;;;229,9;0,1;45;1;;;РН079377;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Горгонзола c гол.плесенью 60% 90г тф Cheese Gallery Россия;;;199,9;0,1;45;1;;;РН095018;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Чечил спагетти c чесноком 45% 110г тф Предгорье Кавказа Россия;;;149,9;0,1;45;1;;;РН080643;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Сулугуни 45% 300г в/у Предгорье Кавказа Россия;;;269,9;0,1;45;1;;;РН096323;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ сыр адыгейский легк 30% 300г в/у Предгорье Кавказа Россия;;;229,9;0,1;45;1;;;РН114904;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр ЛЕГКИЙ 30% кусок 220г JALO KERMA Россия;;;189,9;0,1;45;1;;;РН117571;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Пармезан 32% 100г тф Cheese Gallery Россия;;;175,9;0,1;45;1;;;РН082051;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр с голубой плесенью 55% вес~ 2,5кг в/у Рокфорти Молодея Беларусь;;;1189;0,1;45;1;;;РН055663;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр Чеддер 50% нар.150г тф Cheese Gallery Россия;;;149,9;0,1;45;1;;;РН081639;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Сыр мягкий моцарелла мини 120г Сыроварня Волжанка Россия;;;105,9;0,1;45;1;;;РН102490;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Напиток на сыв. с вит. и минер. апел/манго 930г пл/б Актуаль Россия;;;79,9;0,1;45;1;;;РН094905;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог мяг. натур. 5% 170г стакан Данон Россия;;;52,9;0,1;45;1;;;РН076745;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Продукт твор. Активиа натур. 130г Danone Россия;;;39,9;0,1;45;1;;;РН009750;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Творог малина Активиа 130г Danone Россия;;;39,9;0,1;45;1;;;РН010562;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Продукт мол. твор.-йогуртн. черника/овсянка 130г пл/б Активиа Россия;;;39,9;0,1;45;1;;;РН096761;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Биопрод.твор-йог.с виш/гран/киноа асаи 4% 130г Активия Россия;;;39,9;0,1;45;1;;;РН113618;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Биопрод.Твор.-йог.Апель.кумкват киноа сем.льна 4% 130г Актив Россия;;;39,9;0,1;45;1;;;РН113619;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Продукт твор. Даниссимо Фантазия хр.шарики 105г Danone Россия;;;44,9;0,1;45;1;;;РН009780;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт густ. Фантазия Ягодные шар. 6.9% 105г Даниссимо Россия;;;44,9;0,1;45;1;;;РН076751;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт густ. Фантазия хр.шар/сол.карам 6.9% 105г пл. Danissimo Россия;;;44,9;0,1;45;1;;;РН097993;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Пирожное Киндер Пингви шоколад 30г Fererro Италия;;;39,9;0,1;45;1;;;РН009782;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Киндер Бисквитное пирожное Пингви Вишня 22,8% 30г;;;39,9;0,1;45;1;;;РН117232;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Биотворог 5% 100г Тема Россия;;;26,9;0,1;45;1;;;РН032074;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Биотворог Клубн/банан 4.2% 100г Тема Россия;;;26,9;0,1;45;1;;;РН082340;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт обогащ. Клубника 2.6% 70г дойпак Растишка Россия;;;29,9;0,1;45;1;;;РН103675;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт обогащ. Яблоко/груша 2.6% 70г дойпак Растишка Россия;;;29,9;0,1;45;1;;;РН103676;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогуртный десерт Крем-Брюле 160г Даниссимо Россия;;;55,9;0,1;45;1;;;РН112577;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йог.дес.с апельс шок. крошкой и ван 160г Данисс Россия;;;55,9;0,1;45;1;;;РН112578;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Продукт твор. зерн. 7% 350г Простоквашино Россия;;;109,9;0,1;45;1;;;РН076757;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт вишня 1.5% 330г Пэт Асеньевская ферма Россия;;;47,9;0,1;45;1;;;РН118251;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт классич.1.9% 330г Пэт Асеньевская ферма Россия;;;47,9;0,1;45;1;;;РН118252;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт клубн.1.5% 330г Пэт Асеньевская ферма Россия;;;47,9;0,1;45;1;;;РН118253;;;;;;;
Да;Фиксированная цена;Промо 11 по бонусной карте 08.06.2020-21.06.2020;50;08.06.2020;21.06.2020;Александра Хопова;БЗМЖ Йогурт малина 1.5% 330г Пэт Асеньевская ферма Россия;;;47,9;0,1;45;1;;;РН118254;;;;;;;
